L-RPM,R-RPM,Speed,Swing_Level,Spin_Level,Position,Pan,Pan actual,Tilt,Tilt actual,Left Tilt,Left Tilt Actual,Right Tilt,Right Tilt Actual,X,Y
,,,,,bottom - 4,2920.0,2922.0,3130.0,3124.0,790.0,795.0,710.0,715.0,150,80
,,,,,top-mid-centre-5,2920.0,2921.0,3130.0,3134.0,1460.0,1460.0,1380.0,1378.0,150,25
,,,,,top-mid-left-6,3124.0,3127.0,3130.0,3134.0,1460.0,1459.0,1380.0,1375.0,0,25
,,,,,top-mid-right-7,2724.0,2728.0,3130.0,3129.0,1460.0,1455.0,1380.0,1381.0,300,25
340.0,340.0,60.0,Swing Level -3,Spin Level 3,centre - 0,2930.0,2934.0,3135.0,3134.0,1170.0,1171.0,1050.0,1048.0,150,40
,,,,,top- 1,2930.0,2931.0,3135.0,3128.0,1610.0,1613.0,1490.0,1491.0,150,5
,,,,,left - 2,3136.0,3134.0,3135.0,3135.0,1170.0,1169.0,1050.0,1054.0,0,40
,,,,,right - 3,2736.0,2735.0,3135.0,3127.0,1170.0,1165.0,1050.0,1053.0,300,40
,,,,,bottom - 4,2930.0,2932.0,3135.0,3133.0,810.0,806.0,690.0,695.0,150,80
,,,,,top-mid-centre-5,2930.0,2932.0,3135.0,3131.0,1480.0,1477.0,1360.0,1358.0,150,25
,,,,,top-mid-left-6,3136.0,3137.0,3135.0,3141.0,1480.0,1475.0,1360.0,1360.0,0,25
,,,,,top-mid-right-7,2736.0,2740.0,3135.0,3139.0,1480.0,1479.0,1360.0,1363.0,300,25
340.0,340.0,60.0,Swing Level -3,Spin Level 4,centre - 0,2940.0,2937.0,3140.0,3147.0,1190.0,1192.0,1030.0,1025.0,150,40
,,,,,top- 1,2940.0,2938.0,3140.0,3138.0,1630.0,1635.0,1470.0,1468.0,150,5
,,,,,left - 2,3148.0,3143.0,3140.0,3133.0,1190.0,1192.0,1030.0,1029.0,0,40
,,,,,right - 3,2748.0,2751.0,3140.0,3148.0,1190.0,1194.0,1030.0,1031.0,300,40
,,,,,bottom - 4,2940.0,2937.0,3140.0,3134.0,830.0,829.0,670.0,670.0,150,80
,,,,,top-mid-centre-5,2940.0,2944.0,3140.0,3141.0,1500.0,1495.0,1340.0,1342.0,150,25
,,,,,top-mid-left-6,3148.0,3149.0,3140.0,3145.0,1500.0,1502.0,1340.0,1342.0,0,25
,,,,,top-mid-right-7,2748.0,2750.0,3140.0,3139.0,1500.0,1500.0,1340.0,1343.0,300,25
340.0,340.0,60.0,Swing Level -3,Spin Level 5,centre - 0,2950.0,2951.0,3145.0,3151.0,1210.0,1214.0,1010.0,1011.0,150,40
,,,,,top- 1,2950.0,2946.0,3145.0,3149.0,1650.0,1645.0,1450.0,1451.0,150,5
,,,,,left - 2,3160.0,3160.0,3145.0,3148.0,1210.0,1212.0,1010.0,1009.0,0,40
,,,,,right - 3,2760.0,2762.0,3145.0,3146.0,1210.0,1210.0,1010.0,1011.0,300,40
,,,,,bottom - 4,2950.0,2945.0,3145.0,3153.0,850.0,846.0,650.0,655.0,150,80
,,,,,top-mid-centre-5,2950.0,2950.0,3145.0,3138.0,1520.0,1515.0,1320.0,1317.0,150,25
,,,,,top-mid-left-6,3160.0,3158.0,3145.0,3150.0,1520.0,1520.0,1320.0,1321.0,0,25
,,,,,top-mid-right-7,2760.0,2761.0,3145.0,3153.0,1520.0,1520.0,1320.0,1325.0,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level -5,centre - 0,2850.0,2855.0,3095.0,3087.0,1010.0,1014.0,1210.0,1211.0,150,40
,,,,,top- 1,2850.0,2847.0,3095.0,3087.0,1450.0,1450.0,1650.0,1654.0,150,5
,,,,,left - 2,3040.0,3041.0,3095.0,3098.0,1010.0,1011.0,1210.0,1212.0,0,40
,,,,,right - 3,2640.0,2635.0,3095.0,3093.0,1010.0,1008.0,1210.0,1210.0,300,40
,,,,,bottom - 4,2850.0,2848.0,3095.0,3098.0,650.0,655.0,850.0,854.0,150,80
,,,,,top-mid-centre-5,2850.0,2855.0,3095.0,3099.0,1320.0,1322.0,1520.0,1517.0,150,25
,,,,,top-mid-left-6,3040.0,3042.0,3095.0,3089.0,1320.0,1325.0,1520.0,1523.0,0,25
,,,,,top-mid-right-7,2640.0,2637.0,3095.0,3098.0,1320.0,1320.0,1520.0,1518.0,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level -4,centre - 0,2860.0,2861.0,3100.0,3103.0,1030.0,1028.0,1190.0,1187.0,150,40
,,,,,top- 1,2860.0,2860.0,3100.0,3100.0,1470.0,1467.0,1630.0,1627.0,150,5
,,,,,left - 2,3052.0,3054.0,3100.0,3100.0,1030.0,1033.0,1190.0,1189.0,0,40
,,,,,right - 3,2652.0,2651.0,3100.0,3100.0,1030.0,1034.0,1190.0,1195.0,300,40
,,,,,bottom - 4,2860.0,2863.0,3100.0,3103.0,670.0,671.0,830.0,828.0,150,80
,,,,,top-mid-centre-5,2860.0,2863.0,3100.0,3098.0,1340.0,1340.0,1500.0,1503.0,150,25
,,,,,top-mid-left-6,3052.0,3047.0,3100.0,3093.0,1340.0,1337.0,1500.0,1501.0,0,25
,,,,,top-mid-right-7,2652.0,2653.0,3100.0,3095.0,1340.0,1345.0,1500.0,1502.0,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level -3,centre - 0,2870.0,2874.0,3105.0,3099.0,1050.0,1047.0,1170.0,1175.0,150,40
,,,,,top- 1,2870.0,2867.0,3105.0,3099.0,1490.0,1490.0,1610.0,1605.0,150,5
,,,,,left - 2,3064.0,3059.0,3105.0,3101.0,1050.0,1045.0,1170.0,1169.0,0,40
,,,,,right - 3,2664.0,2666.0,3105.0,3100.0,1050.0,1052.0,1170.0,1169.0,300,40
,,,,,bottom - 4,2870.0,2869.0,3105.0,3112.0,690.0,692.0,810.0,811.0,150,80
,,,,,top-mid-centre-5,2870.0,2872.0,3105.0,3107.0,1360.0,1355.0,1480.0,1478.0,150,25
,,,,,top-mid-left-6,3064.0,3060.0,3105.0,3109.0,1360.0,1356.0,1480.0,1485.0,0,25
,,,,,top-mid-right-7,2664.0,2667.0,3105.0,3100.0,1360.0,1362.0,1480.0,1484.0,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level -2,centre - 0,2880.0,2884.0,3110.0,3104.0,1070.0,1068.0,1150.0,1153.0,150,40
,,,,,top- 1,2880.0,2885.0,3110.0,3105.0,1510.0,1506.0,1590.0,1592.0,150,5
,,,,,left - 2,3076.0,3072.0,3110.0,3115.0,1070.0,1066.0,1150.0,1150.0,0,40
,,,,,right - 3,2676.0,2680.0,3110.0,3115.0,1070.0,1065.0,1150.0,1151.0,300,40
,,,,,bottom - 4,2880.0,2876.0,3110.0,3113.0,710.0,706.0,790.0,787.0,150,80
,,,,,top-mid-centre-5,2880.0,2885.0,3110.0,3104.0,1380.0,1378.0,1460.0,1457.0,150,25
,,,,,top-mid-left-6,3076.0,3074.0,3110.0,3116.0,1380.0,1380.0,1460.0,1459.0,0,25
,,,,,top-mid-right-7,2676.0,2671.0,3110.0,3104.0,1380.0,1378.0,1460.0,1456.0,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level -1,centre - 0,2890.0,2891.0,3115.0,3111.0,1090.0,1089.0,1130.0,1131.0,150,40
,,,,,top- 1,2890.0,2893.0,3115.0,3111.0,1530.0,1535.0,1570.0,1571.0,150,5
,,,,,left - 2,3088.0,3090.0,3115.0,3122.0,1090.0,1087.0,1130.0,1134.0,0,40
,,,,,right - 3,2688.0,2689.0,3115.0,3118.0,1090.0,1092.0,1130.0,1132.0,300,40
,,,,,bottom - 4,2890.0,2888.0,3115.0,3113.0,730.0,734.0,770.0,769.0,150,80
,,,,,top-mid-centre-5,2890.0,2888.0,3115.0,3112.0,1400.0,1398.0,1440.0,1444.0,150,25
,,,,,top-mid-left-6,3088.0,3089.0,3115.0,3111.0,1400.0,1395.0,1440.0,1436.0,0,25
,,,,,top-mid-right-7,2688.0,2690.0,3115.0,3118.0,1400.0,1402.0,1440.0,1440.0,300,25
382.0,362.0,60.0,Swing Level -2,Spin Level 0,centre - 0,2880.0,2880.1,3116.0,3115.6,1160.0,1157.2,1240.0,1237.6,150,40
,,,,,top- 1,2880.0,2877.2,3116.0,3116.8,1160.0,1158.9,1240.0,1240.1,150,5
,,,,,left - 2,3130.0,3132.4,3116.0,3114.5,1160.0,1159.5,1240.0,1241.5,0,40
,,,,,right - 3,2680.0,2678.4,3116.0,3113.5,1160.0,1158.7,1240.0,1238.0,300,40
,,,,,bottom - 4,2880.0,2882.6,3116.0,3117.8,1160.0,1160.8,1240.0,1242.2,150,80
,,,,,top-mid-centre-5,3005.0,3006.8,3116.0,3114.1,1160.0,1162.4,1240.0,1240.2,150,25
,,,,,top-mid-left-6,3230.0,3231.8,3116.0,3118.4,1160.0,1158.9,1240.0,1237.7,0,25
,,,,,top-mid-right-7,2840.0,2838.4,3116.0,3115.6,1160.0,1161.9,1240.0,1242.2,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level 1,centre - 0,2910.0,2905.0,3125.0,3132.0,1130.0,1132.0,1090.0,1090.0,150,40
,,,,,top- 1,2910.0,2910.0,3125.0,3126.0,1570.0,1575.0,1530.0,1528.0,150,5
,,,,,left - 2,3112.0,3107.0,3125.0,3133.0,1130.0,1125.0,1090.0,1092.0,0,40
,,,,,right - 3,2712.0,2715.0,3125.0,3125.0,1130.0,1132.0,1090.0,1087.0,300,40
,,,,,bottom - 4,2910.0,2909.0,3125.0,3133.0,770.0,772.0,730.0,734.0,150,80
,,,,,top-mid-centre-5,2910.0,2913.0,3125.0,3130.0,1440.0,1440.0,1400.0,1403.0,150,25
,,,,,top-mid-left-6,3112.0,3108.0,3125.0,3123.0,1440.0,1435.0,1400.0,1403.0,0,25
,,,,,top-mid-right-7,2712.0,2717.0,3125.0,3124.0,1440.0,1440.0,1400.0,1404.0,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level 2,centre - 0,2920.0,2925.0,3130.0,3137.0,1150.0,1146.0,1070.0,1074.0,150,40
,,,,,top- 1,2920.0,2925.0,3130.0,3128.0,1590.0,1587.0,1510.0,1512.0,150,5
,,,,,left - 2,3124.0,3125.0,3130.0,3132.0,1150.0,1155.0,1070.0,1067.0,0,40
,,,,,right - 3,2724.0,2725.0,3130.0,3124.0,1150.0,1147.0,1070.0,1066.0,300,40
,,,,,bottom - 4,2920.0,2922.0,3130.0,3124.0,790.0,795.0,710.0,715.0,150,80
,,,,,top-mid-centre-5,2920.0,2921.0,3130.0,3134.0,1460.0,1460.0,1380.0,1378.0,150,25
,,,,,top-mid-left-6,3124.0,3127.0,3130.0,3134.0,1460.0,1459.0,1380.0,1375.0,0,25
,,,,,top-mid-right-7,2724.0,2728.0,3130.0,3129.0,1460.0,1455.0,1380.0,1381.0,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level 3,centre - 0,2930.0,2934.0,3135.0,3134.0,1170.0,1171.0,1050.0,1048.0,150,40
,,,,,top- 1,2930.0,2931.0,3135.0,3128.0,1610.0,1613.0,1490.0,1491.0,150,5
,,,,,left - 2,3136.0,3134.0,3135.0,3135.0,1170.0,1169.0,1050.0,1054.0,0,40
,,,,,right - 3,2736.0,2735.0,3135.0,3127.0,1170.0,1165.0,1050.0,1053.0,300,40
,,,,,bottom - 4,2930.0,2932.0,3135.0,3133.0,810.0,806.0,690.0,695.0,150,80
,,,,,top-mid-centre-5,2930.0,2932.0,3135.0,3131.0,1480.0,1477.0,1360.0,1358.0,150,25
,,,,,top-mid-left-6,3136.0,3137.0,3135.0,3141.0,1480.0,1475.0,1360.0,1360.0,0,25
,,,,,top-mid-right-7,2736.0,2740.0,3135.0,3139.0,1480.0,1479.0,1360.0,1363.0,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level 4,centre - 0,2940.0,2937.0,3140.0,3147.0,1190.0,1192.0,1030.0,1025.0,150,40
,,,,,top- 1,2940.0,2938.0,3140.0,3138.0,1630.0,1635.0,1470.0,1468.0,150,5
,,,,,left - 2,3148.0,3143.0,3140.0,3133.0,1190.0,1192.0,1030.0,1029.0,0,40
,,,,,right - 3,2748.0,2751.0,3140.0,3148.0,1190.0,1194.0,1030.0,1031.0,300,40
,,,,,bottom - 4,2940.0,2937.0,3140.0,3134.0,830.0,829.0,670.0,670.0,150,80
,,,,,top-mid-centre-5,2940.0,2944.0,3140.0,3141.0,1500.0,1495.0,1340.0,1342.0,150,25
,,,,,top-mid-left-6,3148.0,3149.0,3140.0,3145.0,1500.0,1502.0,1340.0,1342.0,0,25
,,,,,top-mid-right-7,2748.0,2750.0,3140.0,3139.0,1500.0,1500.0,1340.0,1343.0,300,25
340.0,340.0,60.0,Swing Level -2,Spin Level 5,centre - 0,2950.0,2951.0,3145.0,3151.0,1210.0,1214.0,1010.0,1011.0,150,40
,,,,,top- 1,2950.0,2946.0,3145.0,3149.0,1650.0,1645.0,1450.0,1451.0,150,5
,,,,,left - 2,3160.0,3160.0,3145.0,3148.0,1210.0,1212.0,1010.0,1009.0,0,40
,,,,,right - 3,2760.0,2762.0,3145.0,3146.0,1210.0,1210.0,1010.0,1011.0,300,40
,,,,,bottom - 4,2950.0,2945.0,3145.0,3153.0,850.0,846.0,650.0,655.0,150,80
,,,,,top-mid-centre-5,2950.0,2950.0,3145.0,3138.0,1520.0,1515.0,1320.0,1317.0,150,25
,,,,,top-mid-left-6,3160.0,3158.0,3145.0,3150.0,1520.0,1520.0,1320.0,1321.0,0,25
,,,,,top-mid-right-7,2760.0,2761.0,3145.0,3153.0,1520.0,1520.0,1320.0,1325.0,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level -5,centre - 0,2850.0,2855.0,3095.0,3087.0,1010.0,1014.0,1210.0,1211.0,150,40
,,,,,top- 1,2850.0,2847.0,3095.0,3087.0,1450.0,1450.0,1650.0,1654.0,150,5
,,,,,left - 2,3040.0,3041.0,3095.0,3098.0,1010.0,1011.0,1210.0,1212.0,0,40
,,,,,right - 3,2640.0,2635.0,3095.0,3093.0,1010.0,1008.0,1210.0,1210.0,300,40
,,,,,bottom - 4,2850.0,2848.0,3095.0,3098.0,650.0,655.0,850.0,854.0,150,80
,,,,,top-mid-centre-5,2850.0,2855.0,3095.0,3099.0,1320.0,1322.0,1520.0,1517.0,150,25
,,,,,top-mid-left-6,3040.0,3042.0,3095.0,3089.0,1320.0,1325.0,1520.0,1523.0,0,25
,,,,,top-mid-right-7,2640.0,2637.0,3095.0,3098.0,1320.0,1320.0,1520.0,1518.0,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level -4,centre - 0,2860.0,2861.0,3100.0,3103.0,1030.0,1028.0,1190.0,1187.0,150,40
,,,,,top- 1,2860.0,2860.0,3100.0,3100.0,1470.0,1467.0,1630.0,1627.0,150,5
,,,,,left - 2,3052.0,3054.0,3100.0,3100.0,1030.0,1033.0,1190.0,1189.0,0,40
,,,,,right - 3,2652.0,2651.0,3100.0,3100.0,1030.0,1034.0,1190.0,1195.0,300,40
,,,,,bottom - 4,2860.0,2863.0,3100.0,3103.0,670.0,671.0,830.0,828.0,150,80
,,,,,top-mid-centre-5,2860.0,2863.0,3100.0,3098.0,1340.0,1340.0,1500.0,1503.0,150,25
,,,,,top-mid-left-6,3052.0,3047.0,3100.0,3093.0,1340.0,1337.0,1500.0,1501.0,0,25
,,,,,top-mid-right-7,2652.0,2653.0,3100.0,3095.0,1340.0,1345.0,1500.0,1502.0,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level -3,centre - 0,2870.0,2874.0,3105.0,3099.0,1050.0,1047.0,1170.0,1175.0,150,40
,,,,,top- 1,2870.0,2867.0,3105.0,3099.0,1490.0,1490.0,1610.0,1605.0,150,5
,,,,,left - 2,3064.0,3059.0,3105.0,3101.0,1050.0,1045.0,1170.0,1169.0,0,40
,,,,,right - 3,2664.0,2666.0,3105.0,3100.0,1050.0,1052.0,1170.0,1169.0,300,40
,,,,,bottom - 4,2870.0,2869.0,3105.0,3112.0,690.0,692.0,810.0,811.0,150,80
,,,,,top-mid-centre-5,2870.0,2872.0,3105.0,3107.0,1360.0,1355.0,1480.0,1478.0,150,25
,,,,,top-mid-left-6,3064.0,3060.0,3105.0,3109.0,1360.0,1356.0,1480.0,1485.0,0,25
,,,,,top-mid-right-7,2664.0,2667.0,3105.0,3100.0,1360.0,1362.0,1480.0,1484.0,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level -2,centre - 0,2880.0,2884.0,3110.0,3104.0,1070.0,1068.0,1150.0,1153.0,150,40
,,,,,top- 1,2880.0,2885.0,3110.0,3105.0,1510.0,1506.0,1590.0,1592.0,150,5
,,,,,left - 2,3076.0,3072.0,3110.0,3115.0,1070.0,1066.0,1150.0,1150.0,0,40
,,,,,right - 3,2676.0,2680.0,3110.0,3115.0,1070.0,1065.0,1150.0,1151.0,300,40
,,,,,bottom - 4,2880.0,2876.0,3110.0,3113.0,710.0,706.0,790.0,787.0,150,80
,,,,,top-mid-centre-5,2880.0,2885.0,3110.0,3104.0,1380.0,1378.0,1460.0,1457.0,150,25
,,,,,top-mid-left-6,3076.0,3074.0,3110.0,3116.0,1380.0,1380.0,1460.0,1459.0,0,25
,,,,,top-mid-right-7,2676.0,2671.0,3110.0,3104.0,1380.0,1378.0,1460.0,1456.0,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level -1,centre - 0,2890.0,2891.0,3115.0,3111.0,1090.0,1089.0,1130.0,1131.0,150,40
,,,,,top- 1,2890.0,2893.0,3115.0,3111.0,1530.0,1535.0,1570.0,1571.0,150,5
,,,,,left - 2,3088.0,3090.0,3115.0,3122.0,1090.0,1087.0,1130.0,1134.0,0,40
,,,,,right - 3,2688.0,2689.0,3115.0,3118.0,1090.0,1092.0,1130.0,1132.0,300,40
,,,,,bottom - 4,2890.0,2888.0,3115.0,3113.0,730.0,734.0,770.0,769.0,150,80
,,,,,top-mid-centre-5,2890.0,2888.0,3115.0,3112.0,1400.0,1398.0,1440.0,1444.0,150,25
,,,,,top-mid-left-6,3088.0,3089.0,3115.0,3111.0,1400.0,1395.0,1440.0,1436.0,0,25
,,,,,top-mid-right-7,2688.0,2690.0,3115.0,3118.0,1400.0,1402.0,1440.0,1440.0,300,25
397.0,374.0,60.0,Swing Level -1,Spin Level 0,centre - 0,2890.0,2887.0,3118.0,3118.1,1180.0,1179.5,1220.0,1218.3,150,40
,,,,,top- 1,2890.0,2887.7,3118.0,3117.0,1180.0,1182.7,1220.0,1218.9,150,5
,,,,,left - 2,3140.0,3140.1,3118.0,3119.2,1180.0,1179.2,1220.0,1222.8,0,40
,,,,,right - 3,2690.0,2692.8,3118.0,3116.5,1180.0,1180.0,1220.0,1218.8,300,40
,,,,,bottom - 4,2890.0,2888.7,3118.0,3115.2,1180.0,1180.7,1220.0,1220.0,150,80
,,,,,top-mid-centre-5,3015.0,3012.3,3118.0,3116.7,1180.0,1182.4,1220.0,1218.4,150,25
,,,,,top-mid-left-6,3240.0,3237.9,3118.0,3117.9,1180.0,1182.9,1220.0,1218.5,0,25
,,,,,top-mid-right-7,2850.0,2851.0,3118.0,3119.6,1180.0,1178.4,1220.0,1221.4,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level 1,centre - 0,2910.0,2905.0,3125.0,3132.0,1130.0,1132.0,1090.0,1090.0,150,40
,,,,,top- 1,2910.0,2910.0,3125.0,3126.0,1570.0,1575.0,1530.0,1528.0,150,5
,,,,,left - 2,3112.0,3107.0,3125.0,3133.0,1130.0,1125.0,1090.0,1092.0,0,40
,,,,,right - 3,2712.0,2715.0,3125.0,3125.0,1130.0,1132.0,1090.0,1087.0,300,40
,,,,,bottom - 4,2910.0,2909.0,3125.0,3133.0,770.0,772.0,730.0,734.0,150,80
,,,,,top-mid-centre-5,2910.0,2913.0,3125.0,3130.0,1440.0,1440.0,1400.0,1403.0,150,25
,,,,,top-mid-left-6,3112.0,3108.0,3125.0,3123.0,1440.0,1435.0,1400.0,1403.0,0,25
,,,,,top-mid-right-7,2712.0,2717.0,3125.0,3124.0,1440.0,1440.0,1400.0,1404.0,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level 2,centre - 0,2920.0,2925.0,3130.0,3137.0,1150.0,1146.0,1070.0,1074.0,150,40
,,,,,top- 1,2920.0,2925.0,3130.0,3128.0,1590.0,1587.0,1510.0,1512.0,150,5
,,,,,left - 2,3124.0,3125.0,3130.0,3132.0,1150.0,1155.0,1070.0,1067.0,0,40
,,,,,right - 3,2724.0,2725.0,3130.0,3124.0,1150.0,1147.0,1070.0,1066.0,300,40
,,,,,bottom - 4,2920.0,2922.0,3130.0,3124.0,790.0,795.0,710.0,715.0,150,80
,,,,,top-mid-centre-5,2920.0,2921.0,3130.0,3134.0,1460.0,1460.0,1380.0,1378.0,150,25
,,,,,top-mid-left-6,3124.0,3127.0,3130.0,3134.0,1460.0,1459.0,1380.0,1375.0,0,25
,,,,,top-mid-right-7,2724.0,2728.0,3130.0,3129.0,1460.0,1455.0,1380.0,1381.0,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level 3,centre - 0,2930.0,2934.0,3135.0,3134.0,1170.0,1171.0,1050.0,1048.0,150,40
,,,,,top- 1,2930.0,2931.0,3135.0,3128.0,1610.0,1613.0,1490.0,1491.0,150,5
,,,,,left - 2,3136.0,3134.0,3135.0,3135.0,1170.0,1169.0,1050.0,1054.0,0,40
,,,,,right - 3,2736.0,2735.0,3135.0,3127.0,1170.0,1165.0,1050.0,1053.0,300,40
,,,,,bottom - 4,2930.0,2932.0,3135.0,3133.0,810.0,806.0,690.0,695.0,150,80
,,,,,top-mid-centre-5,2930.0,2932.0,3135.0,3131.0,1480.0,1477.0,1360.0,1358.0,150,25
,,,,,top-mid-left-6,3136.0,3137.0,3135.0,3141.0,1480.0,1475.0,1360.0,1360.0,0,25
,,,,,top-mid-right-7,2736.0,2740.0,3135.0,3139.0,1480.0,1479.0,1360.0,1363.0,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level 4,centre - 0,2940.0,2937.0,3140.0,3147.0,1190.0,1192.0,1030.0,1025.0,150,40
,,,,,top- 1,2940.0,2938.0,3140.0,3138.0,1630.0,1635.0,1470.0,1468.0,150,5
,,,,,left - 2,3148.0,3143.0,3140.0,3133.0,1190.0,1192.0,1030.0,1029.0,0,40
,,,,,right - 3,2748.0,2751.0,3140.0,3148.0,1190.0,1194.0,1030.0,1031.0,300,40
,,,,,bottom - 4,2940.0,2937.0,3140.0,3134.0,830.0,829.0,670.0,670.0,150,80
,,,,,top-mid-centre-5,2940.0,2944.0,3140.0,3141.0,1500.0,1495.0,1340.0,1342.0,150,25
,,,,,top-mid-left-6,3148.0,3149.0,3140.0,3145.0,1500.0,1502.0,1340.0,1342.0,0,25
,,,,,top-mid-right-7,2748.0,2750.0,3140.0,3139.0,1500.0,1500.0,1340.0,1343.0,300,25
340.0,340.0,60.0,Swing Level -1,Spin Level 5,centre - 0,2950.0,2951.0,3145.0,3151.0,1210.0,1214.0,1010.0,1011.0,150,40
,,,,,top- 1,2950.0,2946.0,3145.0,3149.0,1650.0,1645.0,1450.0,1451.0,150,5
,,,,,left - 2,3160.0,3160.0,3145.0,3148.0,1210.0,1212.0,1010.0,1009.0,0,40
,,,,,right - 3,2760.0,2762.0,3145.0,3146.0,1210.0,1210.0,1010.0,1011.0,300,40
,,,,,bottom - 4,2950.0,2945.0,3145.0,3153.0,850.0,846.0,650.0,655.0,150,80
,,,,,top-mid-centre-5,2950.0,2950.0,3145.0,3138.0,1520.0,1515.0,1320.0,1317.0,150,25
,,,,,top-mid-left-6,3160.0,3158.0,3145.0,3150.0,1520.0,1520.0,1320.0,1321.0,0,25
,,,,,top-mid-right-7,2760.0,2761.0,3145.0,3153.0,1520.0,1520.0,1320.0,1325.0,300,25
340.0,340.0,60.0,Swing Level 0,Spin Level -5,centre - 0,2850.0,2855.0,3095.0,3087.0,1010.0,1014.0,1210.0,1211.0,150,40
,,,,,top- 1,2850.0,2847.0,3095.0,3087.0,1450.0,1450.0,1650.0,1654.0,150,5
,,,,,left - 2,3040.0,3041.0,3095.0,3098.0,1010.0,1011.0,1210.0,1212.0,0,40
,,,,,right - 3,2640.0,2635.0,3095.0,3093.0,1010.0,1008.0,1210.0,1210.0,300,40
,,,,,bottom - 4,2850.0,2848.0,3095.0,3098.0,650.0,655.0,850.0,854.0,150,80
,,,,,top-mid-centre-5,2850.0,2855.0,3095.0,3099.0,1320.0,1322.0,1520.0,1517.0,150,25
,,,,,top-mid-left-6,3040.0,3042.0,3095.0,3089.0,1320.0,1325.0,1520.0,1523.0,0,25
,,,,,top-mid-right-7,2640.0,2637.0,3095.0,3098.0,1320.0,1320.0,1520.0,1518.0,300,25
340.0,340.0,60.0,Swing Level 0,Spin Level -4,centre - 0,2860.0,2861.0,3100.0,3103.0,1030.0,1028.0,1190.0,1187.0,150,40
,,,,,top- 1,2860.0,2860.0,3100.0,3100.0,1470.0,1467.0,1630.0,1627.0,150,5
,,,,,left - 2,3052.0,3054.0,3100.0,3100.0,1030.0,1033.0,1190.0,1189.0,0,40
,,,,,right - 3,2652.0,2651.0,3100.0,3100.0,1030.0,1034.0,1190.0,1195.0,300,40
,,,,,bottom - 4,2860.0,2863.0,3100.0,3103.0,670.0,671.0,830.0,828.0,150,80
,,,,,top-mid-centre-5,2860.0,2863.0,3100.0,3098.0,1340.0,1340.0,1500.0,1503.0,150,25
,,,,,top-mid-left-6,3052.0,3047.0,3100.0,3093.0,1340.0,1337.0,1500.0,1501.0,0,25
,,,,,top-mid-right-7,2652.0,2653.0,3100.0,3095.0,1340.0,1345.0,1500.0,1502.0,300,25
340.0,340.0,60.0,Swing Level 0,Spin Level -3,centre - 0,2870.0,2874.0,3105.0,3099.0,1050.0,1047.0,1170.0,1175.0,150,40
,,,,,top- 1,2870.0,2867.0,3105.0,3099.0,1490.0,1490.0,1610.0,1605.0,150,5
,,,,,left - 2,3064.0,3059.0,3105.0,3101.0,1050.0,1045.0,1170.0,1169.0,0,40
,,,,,right - 3,2664.0,2666.0,3105.0,3100.0,1050.0,1052.0,1170.0,1169.0,300,40
,,,,,bottom - 4,2870.0,2869.0,3105.0,3112.0,690.0,692.0,810.0,811.0,150,80
,,,,,top-mid-centre-5,2870.0,2872.0,3105.0,3107.0,1360.0,1355.0,1480.0,1478.0,150,25
,,,,,top-mid-left-6,3064.0,3060.0,3105.0,3109.0,1360.0,1356.0,1480.0,1485.0,0,25
,,,,,top-mid-right-7,2664.0,2667.0,3105.0,3100.0,1360.0,1362.0,1480.0,1484.0,300,25
340.0,340.0,60.0,Swing Level 0,Spin Level -2,centre - 0,2880.0,2884.0,3110.0,3104.0,1070.0,1068.0,1150.0,1153.0,150,40
,,,,,top- 1,2880.0,2885.0,3110.0,3105.0,1510.0,1506.0,1590.0,1592.0,150,5
,,,,,left - 2,3076.0,3072.0,3110.0,3115.0,1070.0,1066.0,1150.0,1150.0,0,40
,,,,,right - 3,2676.0,2680.0,3110.0,3115.0,1070.0,1065.0,1150.0,1151.0,300,40
,,,,,bottom - 4,2880.0,2876.0,3110.0,3113.0,710.0,706.0,790.0,787.0,150,80
,,,,,top-mid-centre-5,2880.0,2885.0,3110.0,3104.0,1380.0,1378.0,1460.0,1457.0,150,25
,,,,,top-mid-left-6,3076.0,3074.0,3110.0,3116.0,1380.0,1380.0,1460.0,1459.0,0,25
,,,,,top-mid-right-7,2676.0,2671.0,3110.0,3104.0,1380.0,1378.0,1460.0,1456.0,300,25
340.0,340.0,60.0,Swing Level 0,Spin Level -1,centre - 0,2890.0,2891.0,3115.0,3111.0,1090.0,1089.0,1130.0,1131.0,150,40
